track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,tempo,liveness
Nowy Kolor,Otsochodzi,57,Nowy Kolor,2017-11-24,rap,trap,0.694,0.663,154.852,0.0906
Casablanca,BLACHA,55,Casablanca,2018-07-29,rap,trap,0.715,0.785,121.077,0.169
Superman,Kubi Producent,51,Superman,2018-07-13,rap,trap,0.773,0.759,154.044,0.119
La vida loca,White 2115,44,La vida loca,2018-05-16,rap,trap,0.665,0.614,150.082,0.12
SWISH,Tyga,73,SWISH,2018-07-25,rap,trap,0.884,0.541,105.009,0.118
Uśmiech,Siles,50,Uśmiech,2018-07-03,rap,trap,0.705,0.622,149.968,0.33
Mask Off - Remix,Future,68,Mask Off (Remix),2017-05-23,rap,trap,0.727,0.431,150.005,0.506
SAD!,XXXTENTACION,87,?,2018-03-16,rap,trap,0.74,0.613,75.023,0.123
Noc,White 2115,45,Noc,2018-02-14,rap,trap,0.698,0.676,94.079,0.32
Visa,TACONAFIDE,56,"Soma 0,5 mg",2018-04-13,rap,trap,0.786,0.671,94.992,0.105
MINIMINI,2K,57,BORuto,2018-03-05,rap,trap,0.71,0.543,92.113,0.152
Yelo,C. Tangana,67,Yelo,2020-01-09,rap,trap,0.825,0.669,135.044,0.205
Malportau,Big Soto,62,Malportau,2019-12-20,rap,trap,0.903,0.651,145.015,0.11
C90 (Remix),John C,78,C90 (Remix),2019-12-18,rap,trap,0.867,0.761,122.952,0.0654
"Like Boss - Remix (feat. Duki, Bizarrap, Akapellah, Polima Westcoast, Moonkey, Zanto, Santoz)",Frijo,69,"Like Boss (Remix) (feat. Duki, Bizarrap, Akapellah, Moonkey, Polima Westcoast, Santoz, Zanto)",2019-12-13,rap,trap,0.853,0.612,99.983,0.231
"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",Bizarrap,70,"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",2019-12-03,rap,trap,0.933,0.414,119.965,0.28
FULL ICE (prod. ORODEMBOW),Ysy A,65,HECHO A MANO,2019-11-11,rap,trap,0.744,0.702,147.013,0.178
Sake,WE$T DUBAI,63,Sake,2019-12-27,rap,trap,0.971,0.507,127.039,0.101
Flashes,ODDLIQUOR,23,Flashes,2020-01-15,rap,trap,0.763,0.573,130.004,0.217
Criminal,Neo Pistea,65,Criminal,2019-10-03,rap,trap,0.91,0.606,140.051,0.0803
Viernes 13,KAKTOV,60,Viernes 13,2019-12-13,rap,trap,0.888,0.569,150.064,0.136
Mentira,Kinder Malo,55,Mentira,2019-12-20,rap,trap,0.652,0.464,139.901,0.0919
Goteo,Duki,79,Goteo,2019-08-07,rap,trap,0.473,0.779,108.287,0.189
Ánimo (feat. Duki & Midel),Khea,66,Ánimo (feat. Duki & Midel),2019-11-07,rap,trap,0.817,0.59,129.997,0.152
Boss,La Zowi,53,Boss,2019-12-10,rap,trap,0.806,0.629,139.94,0.112
Simón,Yung Sarria,51,Simón,2018-03-21,rap,trap,0.947,0.536,135.969,0.0453
En Bajita,Young Martino,52,En Bajita,2019-12-27,rap,trap,0.615,0.597,171.98,0.0761
"Chico, Qué Te Pasa?",Pekeño 77,49,EP3: Conocí La Muerte y No Era Tan Mala,2019-12-13,rap,trap,0.838,0.291,130.227,0.107
Cara de Diablo,Midel,66,Cara de Diablo,2019-11-28,rap,trap,0.786,0.717,75.02,0.202
NI BIEN NI MAL,Bad Bunny,79,X 100PRE,2018-12-23,rap,trap,0.826,0.449,128.028,0.273
Fresko,Bhavi,71,Fresko,2019-10-20,rap,trap,0.856,0.482,124.05,0.134
Tamo Lindo,Pekeño 77,61,Tamo Lindo,2019-09-27,rap,trap,0.761,0.783,167.898,0.122
Plaqtudum - Frijo & Negro Dub Remix,Recayd Mob,45,Plaqtudum (Frijo & Negro Dub Remix),2019-12-13,rap,trap,0.877,0.665,122.004,0.232
Buscando,Yung Sarria,42,Buscando,2017-09-09,rap,trap,0.797,0.498,120.027,0.113
"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,77,"Aleman: Bzrp Music Sessions, Vol. 15",2019-09-13,rap,trap,0.813,0.884,126.892,0.122
DESFILAR MIS PENAS (prod. ASAN),Ysy A,60,HECHO A MANO,2019-11-11,rap,trap,0.758,0.778,135.984,0.207
Perdón,Duki,61,Súper Sangre Joven,2019-11-01,rap,trap,0.749,0.689,74.974,0.229
Cómo Dímelo,Nicki Nicole,65,Recuerdos,2019-11-08,rap,trap,0.731,0.562,138.055,0.196
NEGOCIANDO POR TIEMPO (prod. SHIGANT-G),Ysy A,55,HECHO A MANO,2019-11-11,rap,trap,0.609,0.706,129.6,0.16
OTRO CHEKE,Rels B,66,Happy Birthday Flakko,2019-10-17,rap,trap,0.849,0.521,150.017,0.108
Samurai (feat. Big Soto),Lit Killah,57,Samurai (feat. Big Soto),2019-10-31,rap,trap,0.84,0.665,144.89,0.0916
A Punta de Espada,Duki,41,A Punta de Espada,2019-10-17,rap,trap,0.8,0.64,90.009,0.634
ALMA (prod. 0-600),Ysy A,56,HECHO A MANO,2019-11-11,rap,trap,0.779,0.688,139.84,0.0839
Gan-Ga,Bryant Myers,74,Gan-Ga,2019-07-26,rap,trap,0.856,0.523,89.912,0.0895
A$AP,Dillom,66,A$AP,2019-09-27,rap,trap,0.942,0.808,98.978,0.0935
A Mi Manera,Seven Kayne,55,A Mi Manera,2019-10-24,rap,trap,0.626,0.753,160.006,0.252
Te Lo Advertí,Ecko,60,Te Lo Advertí,2019-09-27,rap,trap,0.726,0.611,100.976,0.101
Titi Flaco,Pekeño 77,52,Titi Flaco,2019-11-08,rap,trap,0.913,0.714,129.013,0.361
"¿CÓMO TE VA, QUERIDA?",Rels B,69,Happy Birthday Flakko,2019-10-17,rap,trap,0.929,0.547,141.97,0.337
LA LATINA,Rels B,64,LA LATINA,2019-09-18,rap,trap,0.846,0.792,135.998,0.0892
No Creo,Big Soto,55,No Creo,2019-09-27,rap,trap,0.8,0.629,134.999,0.425
Detenido,Pekeño 77,59,Detenido,2019-09-06,rap,trap,0.769,0.867,130.165,0.126
Mucha Data,Cazzu,69,Error 93,2019-06-03,rap,trap,0.695,0.522,134.979,0.0816
Zigzag,Bhavi,61,Zigzag,2019-07-31,rap,trap,0.897,0.523,144.978,0.118
TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),Felp 22,63,TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),2019-06-21,rap,trap,0.774,0.583,89.999,0.153
Superglue,Dillom,63,Superglue,2018-12-05,rap,trap,0.887,0.627,80.025,0.0914
No Puedo,Paulo Londra,73,Homerun,2019-05-23,rap,trap,0.792,0.68,140.041,0.1
Un Minutito,Aleman,58,Humo en la Trampa,2019-04-20,rap,trap,0.962,0.221,128.019,0.15
Animal,Eladio Carrion,58,Animal,2019-07-05,rap,trap,0.752,0.64,116.923,0.126
Hitboy,Duki,66,Hitboy,2019-06-05,rap,trap,0.812,0.633,150.009,0.122
Toma,Neutro Shorty,47,Apokalypsis,2019-07-26,rap,trap,0.882,0.574,134.98,0.159
"Pekeño 77: Bzrp Music Sessions, Vol. 5",Bizarrap,42,"Pekeño 77: Bzrp Music Sessions, Vol. 5",2019-05-27,rap,trap,0.796,0.817,129.987,0.344
"Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",Neo Pistea,69,"Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) [Remix]",2019-03-27,rap,trap,0.882,0.777,121.985,0.135
Rangos,Pekeño 77,10,Rangos,2019-03-17,rap,trap,0.945,0.565,119.938,0.0686
Caro,Bad Bunny,77,X 100PRE,2018-12-23,rap,trap,0.651,0.575,160.007,0.0961
Todo de Oro,Ysy A,59,Todo de Oro,2019-07-02,rap,trap,0.877,0.481,123.979,0.0924
La Playa,Myke Towers,79,La Playa,2019-04-09,rap,trap,0.796,0.683,140.108,0.107
La Clase,Cazzu,61,Error 93,2019-06-03,rap,trap,0.849,0.56,130.924,0.223
MOSH,Polimá Westcoast,55,MOSH,2019-07-12,rap,trap,0.82,0.779,141.998,0.078
Calientito Boyz,Young Eiby,36,Calientito Boyz,2019-07-12,rap,trap,0.718,0.529,82.594,0.222
Sin Culpa (feat. DrefQuila),Duki,69,Sin Culpa (feat. DrefQuila),2018-12-07,rap,trap,0.641,0.652,175.022,0.094
Si No Fue Asi,Midel,55,Si No Fue Asi,2019-06-14,rap,trap,0.71,0.798,126.974,0.209
Tsunami,Bipo Montana,49,Tsunami,2019-06-21,rap,trap,0.762,0.869,86.011,0.0798
Me Despierto,Ecko,48,Me Despierto,2019-06-07,rap,trap,0.818,0.664,133.01,0.0927
Humo en la Trampa,Aleman,67,Humo en la Trampa,2019-04-20,rap,trap,0.917,0.536,129.011,0.122
Free Life,K-Y-O,37,Free Life,2019-07-03,rap,trap,0.769,0.487,139.901,0.118
Sigo Fresh,Fuego,61,Sigo Fresh,2019-02-13,rap,trap,0.716,0.562,127.053,0.0649
BEACH WITH MY BIX,Young Cister,56,XTACISS,2018-11-09,rap,trap,0.702,0.642,180.089,0.525
Osiris,Matstubs,48,Destined,2020-01-07,rap,trap,0.301,0.626,82.265,0.0895
Eyes Closed,Teri Miko,32,Eyes Closed,2020-01-16,rap,trap,0.399,0.862,149.263,0.383
Disconnected,Lucchii,36,Disconnected,2020-01-13,rap,trap,0.512,0.877,128.224,0.425
911 - Tom Wilson Remix,Ellise,53,911 (Tom Wilson Remix),2019-12-18,rap,trap,0.621,0.87,141.996,0.158
ANXIETY,KLOUD,42,PRIMAL,2020-01-13,rap,trap,0.519,0.763,114.971,0.12
Heartless,Miles Away,45,Heartless,2019-10-31,rap,trap,0.47,0.644,148.01,0.0945
Inside,Jagsy,34,Inside,2020-01-15,rap,trap,0.526,0.912,145.043,0.328
ERROR,KLOUD,53,ERROR,2019-11-18,rap,trap,0.575,0.825,116.042,0.14
Virtuoso,Sace,42,Virtuoso,2019-11-11,rap,trap,0.455,0.897,150.004,0.222
Better Times,Psylla,10,Better Times,2020-01-14,rap,trap,0.305,0.683,105.028,0.228
You Dont Know,Sweeper,35,Animate,2019-11-22,rap,trap,0.549,0.819,99.99,0.0886
Alone,Kløn,31,Alone,2020-01-15,rap,trap,0.596,0.712,149.935,0.328
Hollywood's Bleeding,Egzod,51,Hollywood's Bleeding,2019-12-11,rap,trap,0.373,0.813,160.048,0.163
Astronomia,32Stitches,52,Astronomia,2019-12-09,rap,trap,0.614,0.884,140.006,0.117
Destined,Matstubs,43,Destined,2020-01-07,rap,trap,0.5,0.609,163.94,0.332
Lies - ATLAST Remix,KLOUD,42,Lies (Remixes),2019-10-30,rap,trap,0.494,0.777,92.027,0.123
Lava Lamp,Luude,49,Lava Lamp,2019-12-16,rap,trap,0.621,0.889,125.995,0.15
Poison,Coopex,47,Poison,2019-12-20,rap,trap,0.428,0.53,155.017,0.0934
Save My Grave,Zeds Dead,54,We Are Deadbeats (Vol. 4),2020-01-14,rap,trap,0.604,0.742,108.021,0.158
different,Jaydon Lewis,39,different,2020-01-09,rap,trap,0.892,0.592,114.968,0.0903
Oops!... I Did It Again,why mona,52,Oops!... I Did It Again,2019-12-13,rap,trap,0.798,0.664,110.025,0.157
Chasing Light - Pt. 2,MEMBA,52,Chasing Light (Pt. 2),2019-11-29,rap,trap,0.636,0.809,121.057,0.0935
Sacrifice,Hex Cougar,47,Sacrifice,2019-12-05,rap,trap,0.453,0.616,139.987,0.172
Come Back - Revoke Remix,Sarcastic Sounds,44,Come Back (Remixes),2019-11-07,rap,trap,0.538,0.882,159.98,0.143
On My Own,BRAN,25,On My Own,2020-01-17,rap,trap,0.522,0.695,159.778,0.101
Blood Moon,Tarro,51,Blood Moon,2019-11-08,rap,trap,0.457,0.67,150.093,0.105
Animate,Sweeper,42,Animate,2019-11-22,rap,trap,0.478,0.94,149.994,0.116
All in My Head,xChenda,42,All in My Head,2020-01-08,rap,trap,0.315,0.77,140.095,0.122
Eclypse,BEATSMASH,38,Eclypse,2020-01-10,rap,trap,0.367,0.742,149.937,0.121
Awake,TWO LANES,42,Drifting,2019-05-31,rap,trap,0.5,0.586,160.179,0.194
Lies,BEATSMASH,42,Lies,2019-11-20,rap,trap,0.505,0.784,77.452,0.0865
Dive,Cozmoe,42,Dive,2019-12-11,rap,trap,0.693,0.747,131.986,0.105
I’m Fine,William Black,52,Pages,2019-08-22,rap,trap,0.662,0.653,137.985,0.117
Satellite,Cozmoe,40,Satellite,2019-11-13,rap,trap,0.543,0.58,81.738,0.113
Angst,INZO,53,Angst,2019-11-21,rap,trap,0.283,0.782,150.306,0.0994
Keep Working,Vaski,45,Keep Working,2019-12-04,rap,trap,0.701,0.682,100.029,0.332
Signals,TRY Deny,42,Signals,2019-11-11,rap,trap,0.253,0.72,70.515,0.155
lift me from the ground - Jaron Remix,San Holo,47,album1 (a lot of remixes),2019-12-20,rap,trap,0.541,0.51,147.143,0.0967
Hurts Like Hell,Evernone,47,Hurts Like Hell,2020-01-03,rap,trap,0.591,0.826,145.029,0.0751
Heartbeats,Fairlane,46,Heartbeats,2019-07-25,rap,trap,0.527,0.683,92.986,0.101
Hourglass,Hex Cougar,49,Hourglass,2019-11-14,rap,trap,0.545,0.862,164.93,0.363
Back to You,TWO LANES,47,Drifting,2019-05-31,rap,trap,0.634,0.495,135.912,0.211
Out of Sight,N3WPORT,49,Out of Sight,2019-12-20,rap,trap,0.366,0.762,170.178,0.295
Alive,Snavs,50,Alive,2019-10-04,rap,trap,0.439,0.546,149.889,0.472
Planet Earth,Jinco,49,Planet Earth,2019-11-15,rap,trap,0.564,0.669,150.123,0.127
Ruins,William Black,44,Pages,2019-08-22,rap,trap,0.444,0.723,170.008,0.186
Mercury,Fytch,48,Mercury,2019-10-18,rap,trap,0.41,0.814,139.939,0.0782
Control,Levianth,41,Control,2019-12-16,rap,trap,0.595,0.792,130.035,0.182
Breathe,T-Mass,32,Breathe,2020-01-17,rap,trap,0.513,0.849,160.061,0.129
When You Need Me,Silent Child,46,When You Need Me,2019-11-29,rap,trap,0.452,0.634,80.036,0.143
Calamity,Psylla,41,Calamity,2019-11-26,rap,trap,0.594,0.857,102.882,0.111
so sad,Mike Vallas,43,so sad,2019-11-01,rap,trap,0.401,0.308,147.314,0.143
Castles,LEVR,47,Castles,2020-01-03,rap,trap,0.35,0.679,149.902,0.124
Lost in the Space,Coopex,39,Lost in the Space,2020-01-10,rap,trap,0.582,0.587,75.026,0.0998
Drifting - Tim Schaufert Remix,TWO LANES,43,Drifting (Remixes),2019-11-22,rap,trap,0.611,0.393,80.006,0.112
The Voices,dreamEater,48,The Voices,2019-12-13,rap,trap,0.411,0.848,179.963,0.0789
On My Own,Despotem,26,On My Own,2020-01-17,rap,trap,0.556,0.562,80.093,0.126
Back Together,William Black,44,Pages,2019-08-22,rap,trap,0.537,0.697,144.009,0.104
Go,Uplink,47,Go,2019-08-30,rap,trap,0.495,0.926,155.031,0.263
Fallout,The FifthGuys,51,Fallout,2019-11-04,rap,trap,0.551,0.622,180.165,0.703
Fall Hard,Bruer,45,Fall Hard,2019-10-25,rap,trap,0.598,0.665,92.072,0.106
Dance Monkey,Coopex,57,Dance Monkey,2019-12-23,rap,trap,0.566,0.767,98.111,0.0862
Distance,Squired,37,Distance,2019-12-13,rap,trap,0.544,0.924,160.039,0.136
Hole in the Earth,AWAY,46,Hole in the Earth,2019-08-15,rap,trap,0.619,0.697,149.94,0.303
No Escape,2nd Life,49,No Escape,2019-10-11,rap,trap,0.526,0.773,146.055,0.377
Back to Black,Besomorph,49,Back to Black,2019-11-18,rap,trap,0.503,0.778,150.142,0.111
A Little Less Conversation (feat. The Great Escape),Nebbra,57,A Little Less Conversation (feat. The Great Escape),2019-12-06,rap,trap,0.44,0.71,93.147,0.212
Lion,Alban Chela,38,Lion,2020-01-10,rap,trap,0.7,0.702,103.996,0.0519
Pull Me In,Inukshuk,42,Pull Me In,2019-10-17,rap,trap,0.259,0.76,171.777,0.174
W.Y.L.I.G.,The FifthGuys,49,W.Y.L.I.G.,2019-09-26,rap,trap,0.709,0.729,129.968,0.0938
Insidious,TRVNSPORTER,36,Insidious,2020-01-13,rap,trap,0.521,0.882,140.028,0.349
Infected Brain,Levianth,20,Infected Brain,2020-01-17,rap,trap,0.301,0.824,149.737,0.137
Bring You Down,KDrew,45,Bring You Down,2019-11-14,rap,trap,0.702,0.801,127.976,0.0934
Earned It,Despotem,41,Earned It,2019-11-15,rap,trap,0.43,0.522,82.017,0.179
Overthinker,INZO,65,Overthinker,2018-07-23,rap,trap,0.472,0.605,128.375,0.101
Lovely,Midsplit,53,Lovely,2019-05-22,rap,trap,0.623,0.494,115.132,0.275
Find You,Badrapper,5,Find You,2019-02-27,rap,trap,0.489,0.757,89.944,0.754
Say It Now,Coopex,47,Say It Now,2019-12-13,rap,trap,0.553,0.757,150.041,0.279
I Don't Want That,Attom,44,I Don't Want That,2019-11-08,rap,trap,0.577,0.554,105.08,0.126
By My Side,T-Mass,6,By My Side,2019-05-01,rap,trap,0.477,0.808,145.07,0.179
Fake Love,The FifthGuys,49,Fake Love,2019-10-11,rap,trap,0.355,0.631,179.766,0.0944
Eternal,Ericovich,40,Eternal,2019-11-08,rap,trap,0.465,0.826,160.052,0.201
The Bottom (feat. Kellin Quinn),YULTRON,47,The Bottom (feat. Kellin Quinn),2019-05-24,rap,trap,0.562,0.892,150.049,0.107
Stay Up,Gill Chang,43,Stay Up,2019-11-11,rap,trap,0.72,0.823,119.969,0.144
Back Down - Price Park Remix,TWO LANES,39,Drifting (Remixes),2019-11-22,rap,trap,0.728,0.639,94.999,0.109
Hard,Noah Neiman,48,Hard,2020-01-08,rap,trap,0.496,0.797,150.071,0.25
Drifting,TWO LANES,47,Drifting,2019-05-31,rap,trap,0.592,0.719,159.876,0.221
What You're Made Of,Arrested Youth,50,Sobville (Episode I),2019-11-01,rap,trap,0.792,0.682,93.973,0.0793
Believe I'm Leaving,Egzod,49,Believe I'm Leaving,2019-09-19,rap,trap,0.467,0.796,77.962,0.116
Arena,Fabian Mazur,62,Arena,2017-09-18,rap,trap,0.789,0.83,100.039,0.173
Vans - King Kavalier Remix,Arrested Youth,54,Vans (The Remixes),2018-06-21,rap,trap,0.516,0.783,89.522,0.427
Olympia,Falling North,45,Olympia,2019-12-04,rap,trap,0.521,0.809,149.962,0.199
Labyrinth,Convex,45,Labyrinth,2019-12-20,rap,trap,0.467,0.615,150.17,0.111
We Don't Care,Matt Rysen,44,We Don't Care,2020-01-03,rap,trap,0.399,0.889,113.809,0.15
Damage,Outr3ach,42,Damage,2019-11-15,rap,trap,0.601,0.557,74.986,0.162
What You Promised,Fairlane,47,What You Promised,2019-05-23,rap,trap,0.367,0.645,149.955,0.105
Dig,Arrested Youth,55,Sobville (Episode I),2019-11-01,rap,trap,0.595,0.928,145.068,0.217
Where We Goin',Jinco,42,Where We Goin',2019-07-26,rap,trap,0.562,0.859,184.059,0.0794
Patience,Egzod,44,Patience,2019-08-09,rap,trap,0.46,0.903,161.767,0.203
The Kid I Used to Know,Arrested Youth,50,Sobville (Episode I),2019-11-01,rap,trap,0.638,0.776,160.1,0.18
Rehén,Arcangel,66,Historias de un Capricornio,2019-12-20,rap,trap,0.76,0.682,186.034,0.139
Loco por Verte,Los Hitmen,66,Loco por Verte,2019-12-06,rap,trap,0.771,0.521,159.904,0.104
El Efecto - Remix,Rauw Alejandro,76,El Efecto (Remix),2019-12-13,rap,trap,0.771,0.769,167.969,0.345
Solo (with Rauw Alejandro),Jay Menez,63,Solo (with Rauw Alejandro),2020-01-07,rap,trap,0.837,0.562,94.067,0.203
La Mas Linda,Casper Magico,70,La Mas Linda,2019-12-13,rap,trap,0.835,0.701,90.997,0.116
Video Llamada,Arcangel,68,Historias de un Capricornio,2019-12-20,rap,trap,0.903,0.634,101.053,0.0712
Rutina,Myke Towers,74,Rutina,2019-12-13,rap,trap,0.834,0.75,95.98,0.263
"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix",Mau y Ricky,75,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) [Remix]",2019-12-20,rap,trap,0.697,0.886,175.884,0.296
La Jeepeta,Nio Garcia,63,La Jeepeta,2020-01-02,rap,trap,0.816,0.726,175.933,0.314
Porfa,Feid,73,Porfa,2019-12-13,rap,trap,0.843,0.549,83.982,0.155
Mis Días Sin Ti,Rauw Alejandro,66,Mis Días Sin Ti,2019-12-27,rap,trap,0.544,0.572,179.88,0.115
Fantasmita - Remix,Casper Magico,73,Fantasmita (Remix),2019-12-06,rap,trap,0.707,0.87,173.939,0.0664
Perriandote,Myke Towers,62,Perriandote,2019-12-20,rap,trap,0.793,0.631,168.92,0.322
Mami,Paloma Mami,75,Mami,2019-12-10,rap,trap,0.8,0.717,95.018,0.166
Nadie Como Tu,Amenazzy,67,Nadie Como Tu,2019-12-06,rap,trap,0.694,0.842,105.02,0.261
Trampa (feat. Zion & Lennox),Prince Royce,71,Trampa (feat. Zion & Lennox),2019-11-15,rap,trap,0.762,0.829,100.064,0.111
No Te Dejas,D-Note The Beatllionare,63,No Te Dejas,2019-11-15,rap,trap,0.859,0.73,92.018,0.0821
Eres Top,Ozuna,72,Nibiru,2019-11-29,rap,trap,0.823,0.622,100.022,0.0453
Me Pichea,Casper Magico,54,Me Pichea,2020-01-01,rap,trap,0.789,0.765,95.075,0.623
Ya No Más,Nacho,67,Ya No Más,2019-12-13,rap,trap,0.781,0.77,170.05,0.164
Perriando,Reykon,65,Perriando,2019-11-15,rap,trap,0.796,0.624,179.967,0.257
TE SUPERÉ,Becky G,67,MALA SANTA,2019-10-18,rap,trap,0.738,0.783,176.027,0.125
Sistema,Zion & Lennox,71,Sistema,2019-12-06,rap,trap,0.744,0.835,173.95,0.0911
Una Noche,Rauw Alejandro,72,Una Noche,2019-11-20,rap,trap,0.777,0.696,93.019,0.117
Lento,Nio Garcia,47,Lento,2019-11-15,rap,trap,0.8,0.556,188.044,0.112
En Cero - Remix,Yandel,68,En Cero (Remix),2019-12-06,rap,trap,0.792,0.782,92.995,0.142
Vacilón,iZaak,42,Vacilón,2019-11-15,rap,trap,0.666,0.745,166.009,0.105
Tu Boca,Beéle,56,Tu Boca,2019-11-18,rap,trap,0.829,0.605,95.065,0.0738
Otra Noche Más - Remix,Jay Wheeler,65,Platónico,2019-11-28,rap,trap,0.796,0.681,90.021,0.103
La Prision,Nengo Flow,63,La Prision,2019-11-29,rap,trap,0.563,0.783,90.118,0.319
Bailame Así,Myke Towers,66,Bailame Así,2019-11-22,rap,trap,0.701,0.94,89.004,0.161
Difícil,ICON,71,Difícil,2019-11-22,rap,trap,0.853,0.634,91.99,0.104
Mi Error - Remix,Eladio Carrion,79,Mi Error (Remix),2019-11-18,rap,trap,0.663,0.841,174.021,0.45
Desde Que Te Conocí,Jonna Torres,37,Desde Que Te Conocí,2019-11-01,rap,trap,0.582,0.676,181.435,0.103
MIAmi Ye,Roco,52,MIAmi Ye,2019-11-08,rap,trap,0.817,0.859,99.994,0.291
Evidencia,Baby Rasta & Gringo,61,Evidencia,2019-11-08,rap,trap,0.826,0.776,93.05,0.0806
Fanático,Maxiolly,53,Fanático,2019-11-15,rap,trap,0.698,0.658,169.979,0.144
Guerra y Hambre,Midel,49,Guerra y Hambre,2019-11-26,rap,trap,0.6,0.799,177.079,0.0968
Orange Cookies,Joven BTZ,49,Orange Cookies,2019-12-13,rap,trap,0.807,0.69,129.994,0.0954
PARA SACARMELO (prod. OMAR VARELA),Ysy A,61,HECHO A MANO,2019-11-11,rap,trap,0.838,0.737,155.992,0.116
Nivel,Lucho SSJ,59,Nivel,2019-10-25,rap,trap,0.719,0.564,150.078,0.671
Trippie Redd,Coqeéin Montana,44,Trippie Redd,2019-11-15,rap,trap,0.839,0.789,149.946,0.106
Bhavi - BZRP Music Sessions #1,Bhavi,59,Bhavi - BZRP Music Sessions #1,2019-02-08,rap,trap,0.727,0.653,140.107,0.0936
$$$ - Remix,Saramalacara,49,$$$ (Remix),2019-11-08,rap,trap,0.797,0.518,139.969,0.0924
Me Extraña,Owin,41,Me Extraña,2019-11-15,rap,trap,0.886,0.803,119.959,0.101
C90,John C,57,C90,2019-10-03,rap,trap,0.933,0.626,122.904,0.0722
Jimmy Fallon,Lucho SSJ,62,Jimmy Fallon,2019-08-29,rap,trap,0.773,0.86,101.035,0.117
Te Traje Flores,Duki,62,Súper Sangre Joven,2019-11-01,rap,trap,0.831,0.79,100.03,0.204
Cómo Dímelo,Nicki Nicole,44,Recuerdos,2019-11-08,rap,trap,0.731,0.563,138.055,0.196
Two 1 Two,Kiddo Toto,63,Two 1 Two,2019-09-19,rap,trap,0.755,0.729,139.989,0.144
Super Human,Tobi,43,Super Human,2019-11-13,rap,trap,0.745,0.612,170,0.0939
Crema,Owin,43,Crema,2019-11-01,rap,trap,0.853,0.86,135.95,0.0744
Traje unos tangos,Ysy A,63,Traje unos tangos,2019-08-31,rap,trap,0.669,0.723,130.013,0.0788
Calle 2 - Remix,FMK,63,Calle 2 (Remix),2019-10-08,rap,trap,0.685,0.508,129.875,0.0862
Pentakill,Neelo,55,Pentakill,2019-09-20,rap,trap,0.598,0.809,114.098,0.792
Verrako,Coqeéin Montana,42,Verrako,2019-09-27,rap,trap,0.463,0.55,189.779,0.0869
"Dillom: Bzrp Music Sessions, Vol. 9",Bizarrap,45,"Dillom: Bzrp Music Sessions, Vol. 9",2019-07-11,rap,trap,0.904,0.546,99.853,0.25
Rappers,Lil Whigga,40,Rappers,2019-09-13,rap,trap,0.908,0.555,140.045,0.107
Budokai Tenkaichi,Saramalacara,50,Budokai Tenkaichi,2019-06-30,rap,trap,0.893,0.327,130.037,0.119
"Kiddo Toto: Bzrp Music Sessions, Vol. 11",Bizarrap,68,"Kiddo Toto: Bzrp Music Sessions, Vol. 11",2019-08-02,rap,trap,0.819,0.623,76.974,0.0892
"Buenos Aires (feat. Khea, Bhavi)",Seven Kayne,61,Buenos Aires,2019-03-22,rap,trap,0.702,0.586,159.975,0.0925
Fre$h,Lil Whigga,39,Fre$h,2019-04-23,rap,trap,0.795,0.472,130.015,0.0837
Tussi,Marcianos Crew,57,Tussi,2019-04-22,rap,trap,0.928,0.426,137.064,0.0842
B.U.H.O (feat. Duki & Klave),Midel,1,B.U.H.O (feat. Duki & Klave),2017-08-19,rap,trap,0.896,0.715,128.01,0.0678
"TRAP.N.EXPORT (feat. Duki, Ysy A & Neo Pistea)",Modo Diablo,61,"TRAP.N.EXPORT (feat. Duki, Ysy A & Neo Pistea)",2019-02-08,rap,trap,0.82,0.741,127.967,0.135
Puesta Pa Mí,Coqeéin Montana,46,Puesta Pa Mí,2019-06-14,rap,trap,0.731,0.696,156.056,0.103
Ahora,Zanto,47,Ahora,2019-06-14,rap,trap,0.675,0.665,139.939,0.125
Glitter,Bhavi,55,Glitter,2019-04-20,rap,trap,0.833,0.49,122.862,0.113
Parte de Mi (feat. Lit Killah),FMK,62,Parte de Mi (feat. Lit Killah),2019-02-07,rap,trap,0.615,0.471,79.983,0.101
Empresario,Khea,51,Empresario,2018-11-15,rap,trap,0.748,0.742,81.017,0.196
Quavo #Mododiablo,Duki,2,Quavo #Mododiablo,2018-03-16,rap,trap,0.676,0.765,140.036,0.125
Rockstar,Duki,2,Rockstar,2018-03-09,rap,trap,0.878,0.855,123.991,0.174
She Don't Give a Fo,Duki,4,She Don't Give a Fo,2018-03-12,rap,trap,0.854,0.556,119.938,0.165
Ice,Ecko,1,Ice,2018-11-09,rap,trap,0.852,0.768,135.034,0.0822
